Paper_ID,Initials (of screener),Include/Exclude,Inconclusive Note,Exclusion T0: CalCOFI Report,Exclusion T1: Not a target marine species,Exclusion T2: Outdated (older than 1900),Exclusion T3: Not a poleward movement,Exclusion T3: Not in California (at least partially),Latin name,Species reference,Common name,Taxanomic rank,Life stage (verbatim),Planktonic Larval Duration (PLD),Spawn Season,Observation location (verbatim),Latitude (verbatim),Longitude (verbatim),lat_for_plot,Lat for plot origin,lon_for_plot,Lon for plot origin,Year,Month,Day,Time,Historical northern range edge (verbatim),Historical northern range edge reference (if not the paper),Screening Notes
73,BGL,Exclude,Baja only - JKS,,,,,TRUE,Atlanta tokiokai,,,species,,,,Mexican Pacific off the BCP,26ºN,110° 00′- 122° 00’ W,26ºN,,,,2015-16,"september-november 2015, january 2016, april 2016",,,tropical and subtropical waters globally,,
73,BGL,Exclude,Baja only - JKS,,,,,TRUE,Oxygyrus inflatus,,,species,,,,Mexican Pacific off the BCP,25.5ºN,110° 00′- 122° 00’ W,25.5ºN,,,,2015-16,"september-november 2015, january 2016, april 2016",,,tropical and subtropical waters globally,,
74,JKS,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
75,BGL,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
76,BGL,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
77,AF,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
78,AF,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,This paper is really relevant generally (and I know Jordana has read it) but does hydrodynamic modeling of transport only; there is no biological data reported. 
79,AF,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
80,AF,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
81,AF,Inconclusive,"Centroid shifts over time only, no data on range extension or range edges ",,,,,,,,,,,,,,,,,,,,,,,,,,
82,BGL,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
83,BGL,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
84,BGL,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
85,BGL,Exclude,invasive sp - JKS,,TRUE,,,,Carcinus maenas,,european green crab,species,"This northward range expansion is apparently the result of larval recruitment by a single cohort, corresponding to the predominant northern transport of surface waters and the approximate distance water moves during larval green crab development","Rice AL, Ingle RW (1975) The larval development of Carcinus maenas (L.) and C. mediterrananeus Czernaivshy (Crustacea, Brachyura, Portunidae) reared in the laboratory. Bull Br Mus nat Hist (D: Zool) 28:103–119 ... (can get at uc for future reference) ",,"At Bodega Harbor, the current northern range limit",,,,,,,1993,January,,,"We document the current distribution and range expansion of this species beyond San Francisco Bay, where C. maenas first became established along this coast in 1989-1990,",,"this species is invasive and disruptive to areas, could be difficult to track a record on ca coast. I included because poleward movement"
86,BGL,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
87,BGL,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
88,BGL,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
89,BGL,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
90,BGL,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
91,BGL,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
92,BGL,Exclude,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
93,BGL,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
94,BGL,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
95,JKS,Include,,,,,,,Dosidicus gigas,,humboldt squid,species,,,,"Monterey Bay, CA",,,36.793978,Google Maps,,,1997,,,,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America",,
95,JKS,Include,,,,,,,Dosidicus gigas,,humboldt squid,species,,,,"Monterey Bay, CA",,,36.793978,Google Maps,,,1998,,,,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America",,
95,JKS,Include,,,,,,,Dosidicus gigas,,humboldt squid,species,,,,"Monterey Bay, CA",,,36.793978,Google Maps,,,1999,,,,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America",,
95,JKS,Include,,,,,,,Dosidicus gigas,,humboldt squid,species,,,,"Monterey Bay, CA",,,36.793978,Google Maps,,,2000,,,,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America",,
95,JKS,Include,,,,,,,Dosidicus gigas,,humboldt squid,species,,,,"Monterey Bay, CA",,,36.793978,Google Maps,,,2002,,,,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America",,
96,BGL,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
97,BGL,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
98,BGL,Exclude,northward range edge in oregon - JKS,,,,,TRUE,Pachygrapsus crassipes,,lined shore crab,species,larvae and adult ,"possesses six planktonic feeding larval stages (Schlotterbeck 1976). The first five zoea stages develop in the plankton in neritic regions, whereas the final stage, or megalopa, disperses onshore and molts into intertidal juvenile crabs.",,sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1),"(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)",,,,,,"1997, 1999, 2000, 2002, 2003, 2016-2019",,,, has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices,,"discovered a 2-3 yr lag to find adults following an el nino event due to 6 larval stages. after 2015 el nino, crabs were spotted until august of 2020"
99,BGL,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
100,BGL,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
101,BGL,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
102,BGL,Exclude,northward range edge north of CA - JKS,,,,,TRUE,nucella ostrina,,n. striped dogwinkle,species,,,,santa cruz CA to kodiak island AK,,,,,,,"1997, 1998",december '97-november -98,,,biogeographical history of broadly distributed intertidal marine species in the northeastern Pacific,,
102,BGL,Exclude,northward range edge north of CA - JKS,,,,,TRUE,nuchella lamellosa ,,frilled dogwinkle,species,,,,coos bay OR to chiniak AK,,,,,,,"1997, 1998",december '97-november -98,,,,,
103,TVT,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
104,TVT,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
105,TVT,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
106,TVT,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
107,TVT,Exclude,invasiv sp. - JKS,,TRUE,,,,Mytilus galloprovincialis,,Mediterranean mussel,species,,,,Monterey Bay to Humboldt Bay,,,,,,,"2005, 2006, 2007",,,,Humboldt Bay,,
108,TVT,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
109,BGL,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
110,TVT,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
111,TVT,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
112,JKS,Exclude,invasiv sp. - JKS,,TRUE,,,,Carcinus maenas,,European green crab,species,,4-9 weeks,warmer months; February-April; June-July,Bodega Bay,,,,,,,1993,,,,San Francisco,,
112,JKS,Exclude,invasiv sp. - JKS,,TRUE,,,,Carcinus maenas,,European green crab,species,,4-9 weeks,warmer months; February-April; June-July,"Coos Bay, Oregon",,,,,,,1997,,,,San Francisco,,
113,TVT,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
114,BGL,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
115,TVT,Exclude,compares modern to pleistocene range edges - JKS,,,TRUE,,,Bivalvia,,,class,,,,,,,,,,,,,,,,,
116,TVT,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
117,BGL,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
118,TVT,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
119,BGL,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
120,BGL,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
121,BGL,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
122,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
123,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
124,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
125,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
126,JKS,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
127,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
128,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
129,EJW,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
130,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,"status of Porites sverdrupi, an endemic coral of the Gulf of",
131,EJW,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,California. Cienc Mar 29:677–691,
132,EJW,Exclude,"*simulation of movements only, no observed shifts from real data",,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
133,EJW,Exclude,*analysis of patterns associated with range shifts but not reporting any new data or shifts,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
134,EJW,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
135,EJW,Inconclusive,meeting presentation not a paper,,,,,,,,,,,,,,,,,,,,,,,,,,
136,EJW,Exclude,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
137,EJW,Exclude,northward range edge in oregon - JKS,,,,,FALSE,Pachygrapsus crassipes,Randall,lined shore crab,species,,,,"Bamfield, Vancouver Island, British Columbia, Canada",,,,,,,1997,,,,"widely distributed along rocky shores of the eastern Pacific Coast, from Charleston, Oregon, USA, to central Baja California, Mexico (Sousa 1993). P. crassipes also inhabits the western Pacific Coasts of Japan and Korea, where it was first reported in 1890 (Hiatt 1948; Morris et al. 1980).","Sousa WP (1993) Size-dependent predation on the salt-marsh snail
Cerithidea californica Haldeman. J Exp Mar Biol Ecol 166:19–
37, Hiatt RW (1948) The biology of the lined shore crab, Pachygrapsus
crassipes Randall. Pac Sci 2:135–213, Morris RH, Abbott DP, Haderlie EC (1980) Intertidal invertebrates of California. Stanford University Press, Stanford",
138,EJW,Inconclusive,requested the paper from the library,,,,,,,,,,,,,,,,,,,,,,,,,,
139,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
140,BGL,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
141,BGL,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
142,BGL,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
143,BGL,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
144,BGL,Exclude,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
145,BGL,Exclude,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,
146,BGL,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
147,BGL,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
148,BGL,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
149,BGL,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
150,BGL,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
151,BGL,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
152,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
153,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
154,EJW,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
155,EJW,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
156,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
157,EJW,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
158,BGL,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
159,BGL,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
160,BGL,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
161,BGL,Inconclusive,data came from 389. no date included in this paper - JKS,,,,,,Acanthinucella spirata,,,species,,,,"Cape Mendocino, California, USA (40.40°N)",40.396,-124.378,,,,,2017,june,17,,"Tomales Bay, CA",McLean 1978,cool map! https://link.springer.com/article/10.1007/s00442-024-05659-z/figures/1
162,TVT,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
163,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
164,JKS,Inconclusive,not really a range extensions since it was within the discussed historical range,,,,,,Pyrosoma atlanticum,,pyrosome,species,,,,"Cape Meares, OR",45.478,,,,,,2018,May,10,,"warm, tropical-temperate waters between 50° N and 50° S", (Van Soest 1981),
165,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
166,TVT,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
167,TVT,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
168,TVT,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
169,TVT,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
170,AF,Exclude,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
171,AF,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,Refs Field et Al 2007 (CALCOFI report) and Zeidberg and Robison 2007 (already in our paper database) for range shifts 
172,AF,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
173,AF,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
174,AF,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
175,AF,Include,,,,,,,Dosidicus gigas,,"Giant squid, Humboldt squid",species,adult,,"""spawning
events occurring probably throughout
the year""","Alaska (Yakutat at ~59° N, Wing 2006)",,,59,Paper,,,2004,,,,"""eastern Pacific Ocean from 25° N to 25° S""",,"Recorded northernmost point but many intermediate observations: ""Moreover, arrivals of this species farther north off
California (Zeidberg & Robison 2007), Oregon (Litz
et al. 2011), Washington (Litz et al. 2011), British
Columbia (Cosgrove 2005) and Alaska (Yakutat at
~59° N, Wing 2006) occurred after the El Niño of
1997−1998"""
176,AF,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
177,TVT,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
178,TVT,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
179,TVT,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
180,TVT,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
181,BGL ,Exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,TVT,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
183,TVT,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
184,TVT,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
185,JKS,Include,,,,,,,Serpulorbis squamigerus,,,species,,,,fitzgerald marine reserve,37°31′ N,,37.5167,Paper,,,1994,January,,,"""nowhere north of point conception""; ""It is now common at intertidal sites in the Monterey region""",Hadfield (1966),
185,BGL,Include,,,,,,,Serpulorbis squamigerus,,,species,,,,fitzgerald marine reserve,37°31′ N,,37.5167,Paper,,,1996,June,,,"""nowhere north of point conception""; ""It is now common at intertidal sites in the Monterey region""",Hadfield (1966),
186,TVT,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
187,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
188,JKS,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
189,JKS,Include,,,,,,,Crucigera websteri,"Benedict, 1887",,,Juvenile specimen,,,"Humboldt Bay, CA",,,40.724912,Google Maps,,,2003,September,,,Santa Barbara Island,,
189,JKS,Include,,,,,,,Hydroides gracilis,"Bush, 1905",,,,,,"San Francisco, CA",,,37.76588,Google Maps,,,2000,September,,,"Pacfic Grove, CA",Bush 1905,
189,JKS,Include,,,,,,,Hydroides elegans,"Haswell, 1883",,,,,,"Humboldt Bay, CA",,,40.724912,Google Maps,,,2003,September,,,"San Francisco, CA",,
190,TVT,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
191,TVT,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,Sea of Cortez,"Martin & Haney, 2005",
192,TVT,Include,,,,,,,Neolithodes diomedeae,"Benedict, 1895",,species,adult,,,Central California,37°13 26.4N,123°12 00W,37.224,Paper,-123.2,,1999,October,25,,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974",
192,TVT,Include,,,,,,,Neolithodes diomedeae,"Benedict, 1895",,species,adult,,,Central California,34°58 51.6N,121°35 60.0W,34.981,Paper,-121.6,,2000,November,4,,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974",
192,TVT,Include,,,,,,,Neolithodes diomedeae,"Benedict, 1895",,species,adult,,,Central California,36°42 46.8N,122°17 60.0W,36.713,Paper,-122.3,,2001,October,31,,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974",
193,TVT,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
194,TVT,Inconclusive,"Mentions poleward shifts, but doesn't really talk about what historic ranges actually are",,,,,,,,,,,,,,,,,,,,,,,,,,
195,BGL,Exclude,paper references other papers discussing the range extensions - JKS,,,,TRUE,,Dosidicus gigas,,humboldt squid,species,,,,Monterey Bay ,,,,,,,1998,jan-mar (winter),,,,,"cool fun fact! After an initial pulse of Humboldt squid sightings in this region associated with the 1997/1998 El Niño (Fig. 2b), Humboldt squid were not seen until 2002, and were then encountered in every year through 2010."
196,TVT,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
197,TVT,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
198,TVT,Include,,,,,,,Pleuroncodes planipes,,Tuna crab,species,,,,,36.80N,,36.8,Paper,,,2013-2015,,,,27.84N,"Putnam-Abbott and Haderlie, 1980",The year range is ambiguously 2013-2015 for all.
198, JKS,Include,,,,,,,Arbacia stellata,,Spiny Black Urchin,species,,,,,37.00°N,,37,Paper,,,2013-2015,,,,27.84N,"Kroh and Mooi, 2015",The year range is ambiguously 2013-2015 for all.
198, JKS,Include,,,,,,,Lytechinus pictus,,Painted Sea Urchin,species,,,,,36.80°N,,36.8,Paper,,,2013-2015,,,,34.45°N ,"Love et al., 2005;",The year range is ambiguously 2013-2015 for all.
198, JKS,Include,,,,,,,Argonauta argo,,Greater Argonaut,species,,,,,36.80°N,,36.8,Paper,,,2013-2015,,,,34.00°N,"Love et al., 2005;",The year range is ambiguously 2013-2015 for all.
199,TVT,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
200,EJW,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
201,JKS,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
202,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
203,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
204,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
205,EJW,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
206,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
207,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
208,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
209,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
210,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
211,EJW,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
212,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
213,EJW,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
214,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
215,EJW,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
216,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
217,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
218,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
219,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
220,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
221,JKS,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
222,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
223,JKS,Include,,,,,,,Pryosoma atlanticum,"Peron, 1804",,species,,,,Washington,,,46.288831,Google Maps,,,2014,,,,Pyrosomes are relatively common off of the California coast south of Cape Mendocino,,
223,JKS,Include,,,,,,,Pryosoma atlanticum,"Peron, 1804",,species,,,,Washington,,,46.288831,Google Maps,,,2015,,,,Pyrosomes are relatively common off of the California coast south of Cape Mendocino,,
223,JKS,Include,,,,,,,Pryosoma atlanticum,"Peron, 1804",,species,,,,Washington,,,46.288831,Google Maps,,,2016,,,,Pyrosomes are relatively common off of the California coast south of Cape Mendocino,,
223,JKS,Include,,,,,,,Pryosoma atlanticum,"Peron, 1804",,species,,,,"Vancouver Island, BC, Canada",49,,49,Paper,,,2017,August,,,Pyrosomes are relatively common off of the California coast south of Cape Mendocino,,
224,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
225,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
226,JKS,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
227,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
228,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
229,JKS,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
230,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
231,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
232,JKS,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
233,JKS,Include,,,,,,,Pryosoma atlanticum,,,species,,,,"Newport, OR",44.652,−124.295,44.652,Paper,124.295,Paper,2018,July,3-12,,"50°N to 50°S, though normally uncommon in the eastern Pacific north of southern California","Van Soest, 1981",
234,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
235,JKS,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
236,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
237,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
238,JKS,Exclude,invasion in progress,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
239,JKS,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
240,JKS,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
241,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
242,JKS,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
243,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
244,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
245,JKS,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
246,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
247,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
248,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
249,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
250,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
251,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
252,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
253,EJW,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
254,EJW,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
255,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
256,EJW,Inconclusive,"*read and check for papers to add to the backwards search. this is a highly relevant paper even though I don't think it has the data we're looking for for this spreadsheet. I dropped it in the slack for you, Jordana Sevigny",,,,,,,,,,,,,,,,,,,,,,,,,,
257,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
258,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
259,EJW,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
260,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
261,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
262,EJW,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
263,EJW,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
264,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
265,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
266,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
267,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
268,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
269,EJW,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
270,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
271,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
272,EJW,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
273,EJW,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
274,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
275,EJW,Exclude,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
276,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
277,EJW,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
278,EJW,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
279,EJW,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
280,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
281,EJW,Exclude,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
