"","Year","Month","Date","dSST3.4","ONI","ONI_month_window","phase"
"301",1975,"Jan",1975-01-01,-0.32,-0.543333333333333,"DJF","Cool Phase/La Nina"
"302",1975,"Feb",1975-02-01,-0.53,-0.57,"JFM","Cool Phase/La Nina"
"303",1975,"Mar",1975-03-01,-0.86,-0.656666666666667,"FMA","Cool Phase/La Nina"
"304",1975,"Apr",1975-04-01,-0.58,-0.733333333333333,"MAM","Cool Phase/La Nina"
"305",1975,"May",1975-05-01,-0.76,-0.83,"AMJ","Cool Phase/La Nina"
"306",1975,"Jun",1975-06-01,-1.15,-0.983333333333333,"MJJ","Cool Phase/La Nina"
"307",1975,"Jul",1975-07-01,-1.04,-1.13,"JJA","Cool Phase/La Nina"
"308",1975,"Aug",1975-08-01,-1.2,-1.20333333333333,"JAS","Cool Phase/La Nina"
"309",1975,"Sep",1975-09-01,-1.37,-1.37,"ASO","Cool Phase/La Nina"
"310",1975,"Oct",1975-10-01,-1.54,-1.43,"SON","Cool Phase/La Nina"
"311",1975,"Nov",1975-11-01,-1.38,-1.55,"OND","Cool Phase/La Nina"
"312",1975,"Dec",1975-12-01,-1.73,-1.65,"NDJ","Cool Phase/La Nina"
"313",1976,"Jan",1976-01-01,-1.84,-1.55333333333333,"DJF","Cool Phase/La Nina"
"314",1976,"Feb",1976-02-01,-1.09,-1.17,"JFM","Cool Phase/La Nina"
"315",1976,"Mar",1976-03-01,-0.58,-0.733333333333333,"FMA","Cool Phase/La Nina"
"316",1976,"Apr",1976-04-01,-0.53,-0.473333333333333,"MAM","Neutral Phase"
"317",1976,"May",1976-05-01,-0.31,-0.28,"AMJ","Neutral Phase"
"318",1976,"Jun",1976-06-01,0,-0.0466666666666667,"MJJ","Neutral Phase"
"319",1976,"Jul",1976-07-01,0.17,0.183333333333333,"JJA","Neutral Phase"
"320",1976,"Aug",1976-08-01,0.38,0.35,"JAS","Neutral Phase"
"321",1976,"Sep",1976-09-01,0.5,0.62,"ASO","Warm Phase/El Nino"
"322",1976,"Oct",1976-10-01,0.98,0.81,"SON","Warm Phase/El Nino"
"323",1976,"Nov",1976-11-01,0.95,0.863333333333333,"OND","Warm Phase/El Nino"
"324",1976,"Dec",1976-12-01,0.66,0.846666666666667,"NDJ","Warm Phase/El Nino"
"325",1977,"Jan",1977-01-01,0.93,0.713333333333333,"DJF","Warm Phase/El Nino"
"326",1977,"Feb",1977-02-01,0.55,0.64,"JFM","Warm Phase/El Nino"
"327",1977,"Mar",1977-03-01,0.44,0.34,"FMA","Neutral Phase"
"328",1977,"Apr",1977-04-01,0.03,0.23,"MAM","Neutral Phase"
"329",1977,"May",1977-05-01,0.22,0.213333333333333,"AMJ","Neutral Phase"
"330",1977,"Jun",1977-06-01,0.39,0.343333333333333,"MJJ","Neutral Phase"
"331",1977,"Jul",1977-07-01,0.42,0.353333333333333,"JJA","Neutral Phase"
"332",1977,"Aug",1977-08-01,0.25,0.423333333333333,"JAS","Neutral Phase"
"333",1977,"Sep",1977-09-01,0.6,0.57,"ASO","Warm Phase/El Nino"
"334",1977,"Oct",1977-10-01,0.86,0.726666666666667,"SON","Warm Phase/El Nino"
"335",1977,"Nov",1977-11-01,0.72,0.813333333333333,"OND","Warm Phase/El Nino"
"336",1977,"Dec",1977-12-01,0.86,0.786666666666667,"NDJ","Warm Phase/El Nino"
"337",1978,"Jan",1978-01-01,0.78,0.686666666666667,"DJF","Warm Phase/El Nino"
"338",1978,"Feb",1978-02-01,0.42,0.42,"JFM","Neutral Phase"
"339",1978,"Mar",1978-03-01,0.06,0.06,"FMA","Neutral Phase"
"340",1978,"Apr",1978-04-01,-0.3,-0.183333333333333,"MAM","Neutral Phase"
"341",1978,"May",1978-05-01,-0.31,-0.313333333333333,"AMJ","Neutral Phase"
"342",1978,"Jun",1978-06-01,-0.33,-0.286666666666667,"MJJ","Neutral Phase"
"343",1978,"Jul",1978-07-01,-0.22,-0.36,"JJA","Neutral Phase"
"344",1978,"Aug",1978-08-01,-0.53,-0.416666666666667,"JAS","Neutral Phase"
"345",1978,"Sep",1978-09-01,-0.5,-0.42,"ASO","Neutral Phase"
"346",1978,"Oct",1978-10-01,-0.23,-0.29,"SON","Neutral Phase"
"347",1978,"Nov",1978-11-01,-0.14,-0.0866666666666667,"OND","Neutral Phase"
"348",1978,"Dec",1978-12-01,0.11,-6.93889390390723e-18,"NDJ","Neutral Phase"
"349",1979,"Jan",1979-01-01,0.03,0.0333333333333333,"DJF","Neutral Phase"
"350",1979,"Feb",1979-02-01,-0.04,0.0733333333333333,"JFM","Neutral Phase"
"351",1979,"Mar",1979-03-01,0.23,0.203333333333333,"FMA","Neutral Phase"
"352",1979,"Apr",1979-04-01,0.42,0.28,"MAM","Neutral Phase"
"353",1979,"May",1979-05-01,0.19,0.23,"AMJ","Neutral Phase"
"354",1979,"Jun",1979-06-01,0.08,0.0466666666666667,"MJJ","Neutral Phase"
"355",1979,"Jul",1979-07-01,-0.13,0.0366666666666667,"JJA","Neutral Phase"
"356",1979,"Aug",1979-08-01,0.16,0.17,"JAS","Neutral Phase"
"357",1979,"Sep",1979-09-01,0.48,0.33,"ASO","Neutral Phase"
"358",1979,"Oct",1979-10-01,0.35,0.453333333333333,"SON","Neutral Phase"
"359",1979,"Nov",1979-11-01,0.53,0.523333333333333,"OND","Warm Phase/El Nino"
"360",1979,"Dec",1979-12-01,0.69,0.64,"NDJ","Warm Phase/El Nino"
"361",1980,"Jan",1980-01-01,0.7,0.593333333333333,"DJF","Warm Phase/El Nino"
"362",1980,"Feb",1980-02-01,0.39,0.456666666666667,"JFM","Neutral Phase"
"363",1980,"Mar",1980-03-01,0.28,0.336666666666667,"FMA","Neutral Phase"
"364",1980,"Apr",1980-04-01,0.34,0.376666666666667,"MAM","Neutral Phase"
"365",1980,"May",1980-05-01,0.51,0.48,"AMJ","Neutral Phase"
"366",1980,"Jun",1980-06-01,0.59,0.46,"MJJ","Neutral Phase"
"367",1980,"Jul",1980-07-01,0.28,0.253333333333333,"JJA","Neutral Phase"
"368",1980,"Aug",1980-08-01,-0.11,0.0333333333333333,"JAS","Neutral Phase"
"369",1980,"Sep",1980-09-01,-0.07,-0.0666666666666667,"ASO","Neutral Phase"
"370",1980,"Oct",1980-10-01,-0.02,0.0166666666666667,"SON","Neutral Phase"
"371",1980,"Nov",1980-11-01,0.14,0.113333333333333,"OND","Neutral Phase"
"372",1980,"Dec",1980-12-01,0.22,-0.00666666666666665,"NDJ","Neutral Phase"
"373",1981,"Jan",1981-01-01,-0.38,-0.26,"DJF","Neutral Phase"
"374",1981,"Feb",1981-02-01,-0.62,-0.503333333333333,"JFM","Cool Phase/La Nina"
"375",1981,"Mar",1981-03-01,-0.51,-0.473333333333333,"FMA","Neutral Phase"
"376",1981,"Apr",1981-04-01,-0.29,-0.366666666666667,"MAM","Neutral Phase"
"377",1981,"May",1981-05-01,-0.3,-0.26,"AMJ","Neutral Phase"
"378",1981,"Jun",1981-06-01,-0.19,-0.286666666666667,"MJJ","Neutral Phase"
"379",1981,"Jul",1981-07-01,-0.37,-0.293333333333333,"JJA","Neutral Phase"
"380",1981,"Aug",1981-08-01,-0.32,-0.243333333333333,"JAS","Neutral Phase"
"381",1981,"Sep",1981-09-01,-0.04,-0.156666666666667,"ASO","Neutral Phase"
"382",1981,"Oct",1981-10-01,-0.11,-0.126666666666667,"SON","Neutral Phase"
"383",1981,"Nov",1981-11-01,-0.23,-0.15,"OND","Neutral Phase"
"384",1981,"Dec",1981-12-01,-0.11,-0.0766666666666667,"NDJ","Neutral Phase"
"385",1982,"Jan",1982-01-01,0.11,-0.05,"DJF","Neutral Phase"
"386",1982,"Feb",1982-02-01,-0.15,0.07,"JFM","Neutral Phase"
"387",1982,"Mar",1982-03-01,0.25,0.183333333333333,"FMA","Neutral Phase"
"388",1982,"Apr",1982-04-01,0.45,0.473333333333333,"MAM","Neutral Phase"
"389",1982,"May",1982-05-01,0.72,0.656666666666667,"AMJ","Warm Phase/El Nino"
"390",1982,"Jun",1982-06-01,0.8,0.72,"MJJ","Warm Phase/El Nino"
"391",1982,"Jul",1982-07-01,0.64,0.79,"JJA","Warm Phase/El Nino"
"392",1982,"Aug",1982-08-01,0.93,1.07,"JAS","Warm Phase/El Nino"
"393",1982,"Sep",1982-09-01,1.64,1.57666666666667,"ASO","Warm Phase/El Nino"
"394",1982,"Oct",1982-10-01,2.16,1.96333333333333,"SON","Warm Phase/El Nino"
"395",1982,"Nov",1982-11-01,2.09,2.17666666666667,"OND","Warm Phase/El Nino"
"396",1982,"Dec",1982-12-01,2.28,2.23,"NDJ","Warm Phase/El Nino"
"397",1983,"Jan",1983-01-01,2.32,2.18,"DJF","Warm Phase/El Nino"
"398",1983,"Feb",1983-02-01,1.94,1.91666666666667,"JFM","Warm Phase/El Nino"
"399",1983,"Mar",1983-03-01,1.49,1.54,"FMA","Warm Phase/El Nino"
"400",1983,"Apr",1983-04-01,1.19,1.28666666666667,"MAM","Warm Phase/El Nino"
"401",1983,"May",1983-05-01,1.18,1.06333333333333,"AMJ","Warm Phase/El Nino"
"402",1983,"Jun",1983-06-01,0.82,0.723333333333333,"MJJ","Warm Phase/El Nino"
"403",1983,"Jul",1983-07-01,0.17,0.316666666666667,"JJA","Neutral Phase"
"404",1983,"Aug",1983-08-01,-0.04,-0.0766666666666667,"JAS","Neutral Phase"
"405",1983,"Sep",1983-09-01,-0.36,-0.453333333333333,"ASO","Neutral Phase"
"406",1983,"Oct",1983-10-01,-0.96,-0.806666666666667,"SON","Cool Phase/La Nina"
"407",1983,"Nov",1983-11-01,-1.1,-1,"OND","Cool Phase/La Nina"
"408",1983,"Dec",1983-12-01,-0.94,-0.91,"NDJ","Cool Phase/La Nina"
"409",1984,"Jan",1984-01-01,-0.69,-0.603333333333333,"DJF","Cool Phase/La Nina"
"410",1984,"Feb",1984-02-01,-0.18,-0.42,"JFM","Neutral Phase"
"411",1984,"Mar",1984-03-01,-0.39,-0.336666666666667,"FMA","Neutral Phase"
"412",1984,"Apr",1984-04-01,-0.44,-0.43,"MAM","Neutral Phase"
"413",1984,"May",1984-05-01,-0.46,-0.51,"AMJ","Cool Phase/La Nina"
"414",1984,"Jun",1984-06-01,-0.63,-0.443333333333333,"MJJ","Neutral Phase"
"415",1984,"Jul",1984-07-01,-0.24,-0.303333333333333,"JJA","Neutral Phase"
"416",1984,"Aug",1984-08-01,-0.04,-0.156666666666667,"JAS","Neutral Phase"
"417",1984,"Sep",1984-09-01,-0.19,-0.24,"ASO","Neutral Phase"
"418",1984,"Oct",1984-10-01,-0.49,-0.56,"SON","Cool Phase/La Nina"
"419",1984,"Nov",1984-11-01,-1,-0.913333333333333,"OND","Cool Phase/La Nina"
"420",1984,"Dec",1984-12-01,-1.25,-1.14,"NDJ","Cool Phase/La Nina"
"421",1985,"Jan",1985-01-01,-1.17,-1.04333333333333,"DJF","Cool Phase/La Nina"
"422",1985,"Feb",1985-02-01,-0.71,-0.85,"JFM","Cool Phase/La Nina"
"423",1985,"Mar",1985-03-01,-0.67,-0.77,"FMA","Cool Phase/La Nina"
"424",1985,"Apr",1985-04-01,-0.93,-0.783333333333333,"MAM","Cool Phase/La Nina"
"425",1985,"May",1985-05-01,-0.75,-0.776666666666667,"AMJ","Cool Phase/La Nina"
"426",1985,"Jun",1985-06-01,-0.65,-0.623333333333333,"MJJ","Cool Phase/La Nina"
"427",1985,"Jul",1985-07-01,-0.47,-0.49,"JJA","Neutral Phase"
"428",1985,"Aug",1985-08-01,-0.35,-0.456666666666667,"JAS","Neutral Phase"
"429",1985,"Sep",1985-09-01,-0.55,-0.4,"ASO","Neutral Phase"
"430",1985,"Oct",1985-10-01,-0.3,-0.35,"SON","Neutral Phase"
"431",1985,"Nov",1985-11-01,-0.2,-0.273333333333333,"OND","Neutral Phase"
"432",1985,"Dec",1985-12-01,-0.32,-0.36,"NDJ","Neutral Phase"
"433",1986,"Jan",1986-01-01,-0.56,-0.493333333333333,"DJF","Neutral Phase"
"434",1986,"Feb",1986-02-01,-0.6,-0.473333333333333,"JFM","Neutral Phase"
"435",1986,"Mar",1986-03-01,-0.26,-0.313333333333333,"FMA","Neutral Phase"
"436",1986,"Apr",1986-04-01,-0.08,-0.203333333333333,"MAM","Neutral Phase"
"437",1986,"May",1986-05-01,-0.27,-0.12,"AMJ","Neutral Phase"
"438",1986,"Jun",1986-06-01,-0.01,-0.0366666666666667,"MJJ","Neutral Phase"
"439",1986,"Jul",1986-07-01,0.17,0.223333333333333,"JJA","Neutral Phase"
"440",1986,"Aug",1986-08-01,0.51,0.443333333333333,"JAS","Neutral Phase"
"441",1986,"Sep",1986-09-01,0.65,0.713333333333333,"ASO","Warm Phase/El Nino"
"442",1986,"Oct",1986-10-01,0.98,0.943333333333333,"SON","Warm Phase/El Nino"
"443",1986,"Nov",1986-11-01,1.2,1.14,"OND","Warm Phase/El Nino"
"444",1986,"Dec",1986-12-01,1.24,1.22,"NDJ","Warm Phase/El Nino"
"445",1987,"Jan",1987-01-01,1.22,1.23,"DJF","Warm Phase/El Nino"
"446",1987,"Feb",1987-02-01,1.23,1.19333333333333,"JFM","Warm Phase/El Nino"
"447",1987,"Mar",1987-03-01,1.13,1.06,"FMA","Warm Phase/El Nino"
"448",1987,"Apr",1987-04-01,0.82,0.943333333333333,"MAM","Warm Phase/El Nino"
"449",1987,"May",1987-05-01,0.88,0.97,"AMJ","Warm Phase/El Nino"
"450",1987,"Jun",1987-06-01,1.21,1.22,"MJJ","Warm Phase/El Nino"
"451",1987,"Jul",1987-07-01,1.57,1.51333333333333,"JJA","Warm Phase/El Nino"
"452",1987,"Aug",1987-08-01,1.76,1.7,"JAS","Warm Phase/El Nino"
"453",1987,"Sep",1987-09-01,1.77,1.65,"ASO","Warm Phase/El Nino"
"454",1987,"Oct",1987-10-01,1.42,1.48666666666667,"SON","Warm Phase/El Nino"
"455",1987,"Nov",1987-11-01,1.27,1.25333333333333,"OND","Warm Phase/El Nino"
"456",1987,"Dec",1987-12-01,1.07,1.11,"NDJ","Warm Phase/El Nino"
"457",1988,"Jan",1988-01-01,0.99,0.81,"DJF","Warm Phase/El Nino"
"458",1988,"Feb",1988-02-01,0.37,0.536666666666667,"JFM","Warm Phase/El Nino"
"459",1988,"Mar",1988-03-01,0.25,0.143333333333333,"FMA","Neutral Phase"
"460",1988,"Apr",1988-04-01,-0.19,-0.313333333333333,"MAM","Neutral Phase"
"461",1988,"May",1988-05-01,-1,-0.876666666666667,"AMJ","Cool Phase/La Nina"
"462",1988,"Jun",1988-06-01,-1.44,-1.29666666666667,"MJJ","Cool Phase/La Nina"
"463",1988,"Jul",1988-07-01,-1.45,-1.29333333333333,"JJA","Cool Phase/La Nina"
"464",1988,"Aug",1988-08-01,-0.99,-1.10333333333333,"JAS","Cool Phase/La Nina"
"465",1988,"Sep",1988-09-01,-0.87,-1.19,"ASO","Cool Phase/La Nina"
"466",1988,"Oct",1988-10-01,-1.71,-1.47666666666667,"SON","Cool Phase/La Nina"
"467",1988,"Nov",1988-11-01,-1.85,-1.79666666666667,"OND","Cool Phase/La Nina"
"468",1988,"Dec",1988-12-01,-1.83,-1.85,"NDJ","Cool Phase/La Nina"
"469",1989,"Jan",1989-01-01,-1.87,-1.69,"DJF","Cool Phase/La Nina"
"470",1989,"Feb",1989-02-01,-1.37,-1.43,"JFM","Cool Phase/La Nina"
"471",1989,"Mar",1989-03-01,-1.05,-1.08,"FMA","Cool Phase/La Nina"
"472",1989,"Apr",1989-04-01,-0.82,-0.826666666666667,"MAM","Cool Phase/La Nina"
"473",1989,"May",1989-05-01,-0.61,-0.573333333333333,"AMJ","Cool Phase/La Nina"
"474",1989,"Jun",1989-06-01,-0.29,-0.4,"MJJ","Neutral Phase"
"475",1989,"Jul",1989-07-01,-0.3,-0.306666666666667,"JJA","Neutral Phase"
"476",1989,"Aug",1989-08-01,-0.33,-0.27,"JAS","Neutral Phase"
"477",1989,"Sep",1989-09-01,-0.18,-0.243333333333333,"ASO","Neutral Phase"
"478",1989,"Oct",1989-10-01,-0.22,-0.216666666666667,"SON","Neutral Phase"
"479",1989,"Nov",1989-11-01,-0.25,-0.16,"OND","Neutral Phase"
"480",1989,"Dec",1989-12-01,-0.01,-0.05,"NDJ","Neutral Phase"
"481",1990,"Jan",1990-01-01,0.11,0.136666666666667,"DJF","Neutral Phase"
"482",1990,"Feb",1990-02-01,0.31,0.206666666666667,"JFM","Neutral Phase"
"483",1990,"Mar",1990-03-01,0.2,0.28,"FMA","Neutral Phase"
"484",1990,"Apr",1990-04-01,0.33,0.29,"MAM","Neutral Phase"
"485",1990,"May",1990-05-01,0.34,0.293333333333333,"AMJ","Neutral Phase"
"486",1990,"Jun",1990-06-01,0.21,0.306666666666667,"MJJ","Neutral Phase"
"487",1990,"Jul",1990-07-01,0.37,0.333333333333333,"JJA","Neutral Phase"
"488",1990,"Aug",1990-08-01,0.42,0.38,"JAS","Neutral Phase"
"489",1990,"Sep",1990-09-01,0.35,0.39,"ASO","Neutral Phase"
"490",1990,"Oct",1990-10-01,0.4,0.353333333333333,"SON","Neutral Phase"
"491",1990,"Nov",1990-11-01,0.31,0.396666666666667,"OND","Neutral Phase"
"492",1990,"Dec",1990-12-01,0.48,0.413333333333333,"NDJ","Neutral Phase"
"493",1991,"Jan",1991-01-01,0.45,0.406666666666667,"DJF","Neutral Phase"
"494",1991,"Feb",1991-02-01,0.29,0.263333333333333,"JFM","Neutral Phase"
"495",1991,"Mar",1991-03-01,0.05,0.22,"FMA","Neutral Phase"
"496",1991,"Apr",1991-04-01,0.32,0.256666666666667,"MAM","Neutral Phase"
"497",1991,"May",1991-05-01,0.4,0.456666666666667,"AMJ","Neutral Phase"
"498",1991,"Jun",1991-06-01,0.65,0.636666666666667,"MJJ","Warm Phase/El Nino"
"499",1991,"Jul",1991-07-01,0.86,0.733333333333333,"JJA","Warm Phase/El Nino"
"500",1991,"Aug",1991-08-01,0.69,0.636666666666667,"JAS","Warm Phase/El Nino"
"501",1991,"Sep",1991-09-01,0.36,0.623333333333333,"ASO","Warm Phase/El Nino"
"502",1991,"Oct",1991-10-01,0.82,0.79,"SON","Warm Phase/El Nino"
"503",1991,"Nov",1991-11-01,1.19,1.21,"OND","Warm Phase/El Nino"
"504",1991,"Dec",1991-12-01,1.62,1.53,"NDJ","Warm Phase/El Nino"
"505",1992,"Jan",1992-01-01,1.78,1.71333333333333,"DJF","Warm Phase/El Nino"
"506",1992,"Feb",1992-02-01,1.74,1.63333333333333,"JFM","Warm Phase/El Nino"
"507",1992,"Mar",1992-03-01,1.38,1.48,"FMA","Warm Phase/El Nino"
"508",1992,"Apr",1992-04-01,1.32,1.28666666666667,"MAM","Warm Phase/El Nino"
"509",1992,"May",1992-05-01,1.16,1.06,"AMJ","Warm Phase/El Nino"
"510",1992,"Jun",1992-06-01,0.7,0.73,"MJJ","Warm Phase/El Nino"
"511",1992,"Jul",1992-07-01,0.33,0.366666666666667,"JJA","Neutral Phase"
"512",1992,"Aug",1992-08-01,0.07,0.09,"JAS","Neutral Phase"
"513",1992,"Sep",1992-09-01,-0.13,-0.133333333333333,"ASO","Neutral Phase"
"514",1992,"Oct",1992-10-01,-0.34,-0.25,"SON","Neutral Phase"
"515",1992,"Nov",1992-11-01,-0.28,-0.276666666666667,"OND","Neutral Phase"
"516",1992,"Dec",1992-12-01,-0.21,-0.13,"NDJ","Neutral Phase"
"517",1993,"Jan",1993-01-01,0.1,0.09,"DJF","Neutral Phase"
"518",1993,"Feb",1993-02-01,0.38,0.293333333333333,"JFM","Neutral Phase"
"519",1993,"Mar",1993-03-01,0.4,0.496666666666667,"FMA","Neutral Phase"
"520",1993,"Apr",1993-04-01,0.71,0.673333333333333,"MAM","Warm Phase/El Nino"
"521",1993,"May",1993-05-01,0.91,0.7,"AMJ","Warm Phase/El Nino"
"522",1993,"Jun",1993-06-01,0.48,0.573333333333333,"MJJ","Warm Phase/El Nino"
"523",1993,"Jul",1993-07-01,0.33,0.32,"JJA","Neutral Phase"
"524",1993,"Aug",1993-08-01,0.15,0.256666666666667,"JAS","Neutral Phase"
"525",1993,"Sep",1993-09-01,0.29,0.153333333333333,"ASO","Neutral Phase"
"526",1993,"Oct",1993-10-01,0.02,0.106666666666667,"SON","Neutral Phase"
"527",1993,"Nov",1993-11-01,0.01,0.0433333333333333,"OND","Neutral Phase"
"528",1993,"Dec",1993-12-01,0.1,0.0566666666666667,"NDJ","Neutral Phase"
"529",1994,"Jan",1994-01-01,0.06,0.0633333333333333,"DJF","Neutral Phase"
"530",1994,"Feb",1994-02-01,0.03,0.0666666666666667,"JFM","Neutral Phase"
"531",1994,"Mar",1994-03-01,0.11,0.173333333333333,"FMA","Neutral Phase"
"532",1994,"Apr",1994-04-01,0.38,0.306666666666667,"MAM","Neutral Phase"
"533",1994,"May",1994-05-01,0.43,0.416666666666667,"AMJ","Neutral Phase"
"534",1994,"Jun",1994-06-01,0.44,0.406666666666667,"MJJ","Neutral Phase"
"535",1994,"Jul",1994-07-01,0.35,0.443333333333333,"JJA","Neutral Phase"
"536",1994,"Aug",1994-08-01,0.54,0.433333333333333,"JAS","Neutral Phase"
"537",1994,"Sep",1994-09-01,0.41,0.553333333333333,"ASO","Warm Phase/El Nino"
"538",1994,"Oct",1994-10-01,0.71,0.743333333333333,"SON","Warm Phase/El Nino"
"539",1994,"Nov",1994-11-01,1.11,1.00333333333333,"OND","Warm Phase/El Nino"
"540",1994,"Dec",1994-12-01,1.19,1.09333333333333,"NDJ","Warm Phase/El Nino"
"541",1995,"Jan",1995-01-01,0.98,0.96,"DJF","Warm Phase/El Nino"
"542",1995,"Feb",1995-02-01,0.71,0.723333333333333,"JFM","Warm Phase/El Nino"
"543",1995,"Mar",1995-03-01,0.48,0.533333333333333,"FMA","Warm Phase/El Nino"
"544",1995,"Apr",1995-04-01,0.41,0.303333333333333,"MAM","Neutral Phase"
"545",1995,"May",1995-05-01,0.02,0.14,"AMJ","Neutral Phase"
"546",1995,"Jun",1995-06-01,-0.01,-0.0333333333333333,"MJJ","Neutral Phase"
"547",1995,"Jul",1995-07-01,-0.11,-0.243333333333333,"JJA","Neutral Phase"
"548",1995,"Aug",1995-08-01,-0.61,-0.54,"JAS","Cool Phase/La Nina"
"549",1995,"Sep",1995-09-01,-0.9,-0.81,"ASO","Cool Phase/La Nina"
"550",1995,"Oct",1995-10-01,-0.92,-0.973333333333333,"SON","Cool Phase/La Nina"
"551",1995,"Nov",1995-11-01,-1.1,-1.00666666666667,"OND","Cool Phase/La Nina"
"552",1995,"Dec",1995-12-01,-1,-0.986666666666667,"NDJ","Cool Phase/La Nina"
"553",1996,"Jan",1996-01-01,-0.86,-0.903333333333333,"DJF","Cool Phase/La Nina"
"554",1996,"Feb",1996-02-01,-0.85,-0.756666666666667,"JFM","Cool Phase/La Nina"
"555",1996,"Mar",1996-03-01,-0.56,-0.59,"FMA","Cool Phase/La Nina"
"556",1996,"Apr",1996-04-01,-0.36,-0.393333333333333,"MAM","Neutral Phase"
"557",1996,"May",1996-05-01,-0.26,-0.306666666666667,"AMJ","Neutral Phase"
"558",1996,"Jun",1996-06-01,-0.3,-0.293333333333333,"MJJ","Neutral Phase"
"559",1996,"Jul",1996-07-01,-0.32,-0.273333333333333,"JJA","Neutral Phase"
"560",1996,"Aug",1996-08-01,-0.2,-0.323333333333333,"JAS","Neutral Phase"
"561",1996,"Sep",1996-09-01,-0.45,-0.35,"ASO","Neutral Phase"
"562",1996,"Oct",1996-10-01,-0.4,-0.396666666666667,"SON","Neutral Phase"
"563",1996,"Nov",1996-11-01,-0.34,-0.45,"OND","Neutral Phase"
"564",1996,"Dec",1996-12-01,-0.61,-0.496666666666667,"NDJ","Neutral Phase"
"565",1997,"Jan",1997-01-01,-0.54,-0.503333333333333,"DJF","Cool Phase/La Nina"
"566",1997,"Feb",1997-02-01,-0.36,-0.366666666666667,"JFM","Neutral Phase"
"567",1997,"Mar",1997-03-01,-0.2,-0.0966666666666667,"FMA","Neutral Phase"
"568",1997,"Apr",1997-04-01,0.27,0.276666666666667,"MAM","Neutral Phase"
"569",1997,"May",1997-05-01,0.76,0.75,"AMJ","Warm Phase/El Nino"
"570",1997,"Jun",1997-06-01,1.22,1.21666666666667,"MJJ","Warm Phase/El Nino"
"571",1997,"Jul",1997-07-01,1.67,1.6,"JJA","Warm Phase/El Nino"
"572",1997,"Aug",1997-08-01,1.91,1.9,"JAS","Warm Phase/El Nino"
"573",1997,"Sep",1997-09-01,2.12,2.14333333333333,"ASO","Warm Phase/El Nino"
"574",1997,"Oct",1997-10-01,2.4,2.33333333333333,"SON","Warm Phase/El Nino"
"575",1997,"Nov",1997-11-01,2.48,2.4,"OND","Warm Phase/El Nino"
"576",1997,"Dec",1997-12-01,2.32,2.39,"NDJ","Warm Phase/El Nino"
"577",1998,"Jan",1998-01-01,2.37,2.24,"DJF","Warm Phase/El Nino"
"578",1998,"Feb",1998-02-01,2.03,1.92666666666667,"JFM","Warm Phase/El Nino"
"579",1998,"Mar",1998-03-01,1.38,1.43666666666667,"FMA","Warm Phase/El Nino"
"580",1998,"Apr",1998-04-01,0.9,0.993333333333333,"MAM","Warm Phase/El Nino"
"581",1998,"May",1998-05-01,0.7,0.453333333333333,"AMJ","Neutral Phase"
"582",1998,"Jun",1998-06-01,-0.24,-0.133333333333333,"MJJ","Neutral Phase"
"583",1998,"Jul",1998-07-01,-0.86,-0.783333333333333,"JJA","Cool Phase/La Nina"
"584",1998,"Aug",1998-08-01,-1.25,-1.12333333333333,"JAS","Cool Phase/La Nina"
"585",1998,"Sep",1998-09-01,-1.26,-1.30666666666667,"ASO","Cool Phase/La Nina"
"586",1998,"Oct",1998-10-01,-1.41,-1.35,"SON","Cool Phase/La Nina"
"587",1998,"Nov",1998-11-01,-1.38,-1.47666666666667,"OND","Cool Phase/La Nina"
"588",1998,"Dec",1998-12-01,-1.64,-1.57,"NDJ","Cool Phase/La Nina"
"589",1999,"Jan",1999-01-01,-1.69,-1.54666666666667,"DJF","Cool Phase/La Nina"
"590",1999,"Feb",1999-02-01,-1.31,-1.3,"JFM","Cool Phase/La Nina"
"591",1999,"Mar",1999-03-01,-0.9,-1.07,"FMA","Cool Phase/La Nina"
"592",1999,"Apr",1999-04-01,-1,-0.973333333333333,"MAM","Cool Phase/La Nina"
"593",1999,"May",1999-05-01,-1.02,-1.02333333333333,"AMJ","Cool Phase/La Nina"
"594",1999,"Jun",1999-06-01,-1.05,-1.04,"MJJ","Cool Phase/La Nina"
"595",1999,"Jul",1999-07-01,-1.05,-1.09666666666667,"JJA","Cool Phase/La Nina"
"596",1999,"Aug",1999-08-01,-1.19,-1.11,"JAS","Cool Phase/La Nina"
"597",1999,"Sep",1999-09-01,-1.09,-1.15666666666667,"ASO","Cool Phase/La Nina"
"598",1999,"Oct",1999-10-01,-1.19,-1.26,"SON","Cool Phase/La Nina"
"599",1999,"Nov",1999-11-01,-1.5,-1.46333333333333,"OND","Cool Phase/La Nina"
"600",1999,"Dec",1999-12-01,-1.7,-1.65666666666667,"NDJ","Cool Phase/La Nina"
"601",2000,"Jan",2000-01-01,-1.77,-1.66666666666667,"DJF","Cool Phase/La Nina"
"602",2000,"Feb",2000-02-01,-1.53,-1.41,"JFM","Cool Phase/La Nina"
"603",2000,"Mar",2000-03-01,-0.93,-1.07,"FMA","Cool Phase/La Nina"
"604",2000,"Apr",2000-04-01,-0.75,-0.806666666666667,"MAM","Cool Phase/La Nina"
"605",2000,"May",2000-05-01,-0.74,-0.71,"AMJ","Cool Phase/La Nina"
"606",2000,"Jun",2000-06-01,-0.64,-0.643333333333333,"MJJ","Cool Phase/La Nina"
